parent,task,run,fold,tri_unanimous_q20_vote,char_margin_matched_vote,unanimous_crc_matched_vote,char_crc_matched_vote,random_on_primary_vote,oracle_all_vote,random_all_vote
dog-breed-identification__b37c26ea78a44744a98ee9ab4afe2e3b,dog-breed-identification,cards_senior_0806.jsonl:21,0,,,,,,-1,1
dog-breed-identification__b6206a8675ef4180b0c8a4a689ee9f1c,dog-breed-identification,cards_senior_0806.jsonl:21,0,,,,,,1,-1
dog-breed-identification__bfdf42dcbd214d218d1d6e52b984cc17,dog-breed-identification,cards_senior_0806.jsonl:20,3,,,,,,-1,1
dog-breed-identification__c00a59c01eb44e389e1563f25f0fca00,dog-breed-identification,cards_senior_0806.jsonl:21,0,,,,-1,,1,1
dog-breed-identification__c847ebd97f744ea18e6be2ee5fc28d06,dog-breed-identification,cards_senior_0806.jsonl:21,0,,-1,,,,-1,-1
dog-breed-identification__cda5495d52ae4cd3a0613d44701dc244,dog-breed-identification,cards_senior_0806.jsonl:20,3,,,,,,-1,1
dog-breed-identification__cf84f11323d440a29a92c1cb5f41d44f,dog-breed-identification,cards_senior_0806.jsonl:19,0,,,1,1,,-1,-1
dog-breed-identification__d845540bf5f64fd9879c5885ad3a048c,dog-breed-identification,cards_senior_0806.jsonl:21,0,,1,,,,-1,-1
dog-breed-identification__e3dd4c4a624349bea46aa492d7c1a1a4,dog-breed-identification,cards_senior_0806.jsonl:19,0,,,,-1,,1,-1
dog-breed-identification__ed94474e14b849e7b947437eff691287,dog-breed-identification,cards_senior_0806.jsonl:21,0,,,,,,1,1
dog-breed-identification__f1c7e763b76044d9bc921d0e424f4368,dog-breed-identification,cards_senior_0806.jsonl:22,4,,,,,,1,-1
dog-breed-identification__f592f0ef8244435683b2543dc1382a05,dog-breed-identification,cards_senior_0806.jsonl:22,4,,,,,,-1,1
dogs-vs-cats-redux-kernels-edition__1464ba86bdd744eb9d1a868d5fca9978,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:0,2,,,,,,-1,-1
dogs-vs-cats-redux-kernels-edition__19c25b0d624a41a2ba17dd3f849751f4,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:3,0,,,,,,-1,1
dogs-vs-cats-redux-kernels-edition__2355c10bbe214822b7fcdb8fd23c59e9,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:1,3,,,-1,,,-1,1
dogs-vs-cats-redux-kernels-edition__7020c1a36df540aba7df4080d1f3766b,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:1,3,,,,1,,1,-1
dogs-vs-cats-redux-kernels-edition__71356055646d49f5b7130e1efda51143,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:0,2,,,,,,1,1
dogs-vs-cats-redux-kernels-edition__75d8d7513afa473ab5bfeb76e7a865e6,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:1,3,,,1,,,1,-1
dogs-vs-cats-redux-kernels-edition__8b67cd9fd19d4540b68ff7f1cb1e3891,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:0,2,-1,-1,,,1,1,-1
dogs-vs-cats-redux-kernels-edition__ae85dd1b56484613a0017f59c221e5fc,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:0,2,-1,,,,1,-1,-1
dogs-vs-cats-redux-kernels-edition__e3ebd6ef52d64adfa7466c46b5b760a5,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:1,3,,-1,,,,-1,-1
dogs-vs-cats-redux-kernels-edition__eafacf87271244169f62fc0aa528de50,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:1,3,,,,-1,,-1,-1
dogs-vs-cats-redux-kernels-edition__fb34a06ac7a94b5cac835e5aa8233b1e,dogs-vs-cats-redux-kernels-edition,cards_senior_0811.jsonl:3,0,,,,,,-1,-1
google-quest-challenge__08731f13aaa2441f8481a906779c355f,google-quest-challenge,cards_senior_0808.jsonl:2,0,,,,,,1,-1
google-quest-challenge__0f19e29322db415ebf4df309c11a6d37,google-quest-challenge,cards_senior_0731.jsonl:9,1,-1,,-1,-1,1,-1,-1
google-quest-challenge__123479bd98f24453866e26586596a0e0,google-quest-challenge,cards_senior_0808.jsonl:2,0,,,,,,1,-1
google-quest-challenge__145a8db9a2bd4ab797694f1b56314da4,google-quest-challenge,cards_senior_0731.jsonl:9,1,,,,,,1,-1
google-quest-challenge__1f37ec5154c048ca91f9280df081b2bd,google-quest-challenge,cards_senior_0807.jsonl:2,4,,,,,,-1,1
google-quest-challenge__1fd379e4e6f74aa2ae45e5f6846cc8fa,google-quest-challenge,cards_senior_0811.jsonl:7,4,,,,-1,,-1,-1
google-quest-challenge__206c0c7dc05046938337e1591920dda4,google-quest-challenge,cards_senior_0807.jsonl:2,4,,,,,,1,1
google-quest-challenge__22a09b825dc94963a637d246475de4b7,google-quest-challenge,cards_senior_0811.jsonl:5,3,,,,,,1,-1
google-quest-challenge__247ad9912c284e1e9a7da6315558ef61,google-quest-challenge,cards_senior_0808.jsonl:0,4,,,,,,-1,1
google-quest-challenge__26d5638289c94bf9ab9d4403d9b31aad,google-quest-challenge,cards_senior_0807.jsonl:1,3,,,,,,1,1
google-quest-challenge__29bc1f3bdd654f5a8f8eaa697b7e2945,google-quest-challenge,cards_senior_0808.jsonl:1,1,,-1,,-1,,-1,-1
google-quest-challenge__30ae9bf1f6a946fba55c9e0b9963fe15,google-quest-challenge,cards_senior_0808.jsonl:3,4,,,,1,,1,1
google-quest-challenge__379e0fa6401a4ce0bbf44b183b5d0417,google-quest-challenge,cards_senior_0808.jsonl:0,4,,,,,,1,-1
google-quest-challenge__3f64ea28df7b47379738c01da32d9049,google-quest-challenge,cards_senior_0731.jsonl:9,1,,,,,,-1,1
google-quest-challenge__50e3c01168ce44fa8523f6f7387ebd60,google-quest-challenge,cards_senior_0807.jsonl:2,4,,,,,,1,-1
google-quest-challenge__533943eaebbb481184aabaaba17b422b,google-quest-challenge,cards_senior_0808.jsonl:3,4,,,,,,1,-1
google-quest-challenge__58d7889fa95c445eb210a4da389822db,google-quest-challenge,cards_senior_0807.jsonl:3,1,,,,,,1,-1
google-quest-challenge__5bc04e1c981744ab91104d9a0a8ccd04,google-quest-challenge,cards_senior_0807.jsonl:2,4,,,,1,,1,-1
google-quest-challenge__6535334b03a34c0eada11df83c1d2837,google-quest-challenge,cards_senior_0808.jsonl:3,4,,,,,,1,-1
google-quest-challenge__6ce931669ad645abafbfc980d2c4aa66,google-quest-challenge,cards_senior_0807.jsonl:2,4,-1,,,,1,1,-1
google-quest-challenge__6da13ba252434b73af95438ab59aacd0,google-quest-challenge,cards_senior_0808.jsonl:0,4,,,1,,,-1,-1
google-quest-challenge__710e7409af174b1d8623b4efd498e9fd,google-quest-challenge,cards_senior_0807.jsonl:2,4,1,1,,,-1,-1,-1
google-quest-challenge__83b4791980064cc89b01c27f3d2289c0,google-quest-challenge,cards_senior_0807.jsonl:0,0,1,1,1,1,-1,-1,1
google-quest-challenge__89627305a5fe44648f9da69fd9fc3a68,google-quest-challenge,cards_senior_0811.jsonl:6,0,,,,,,1,-1
google-quest-challenge__9607ccc97b4441aaa359ac6e1c794b9a,google-quest-challenge,cards_senior_0807.jsonl:1,3,,,,,,-1,-1
google-quest-challenge__9a8b783fbdff4bf6a96b6cdf99623b85,google-quest-challenge,cards_senior_0807.jsonl:2,4,,,,,,-1,1
google-quest-challenge__a9b84277f8a2401d8ac82ed839d8ac86,google-quest-challenge,cards_senior_0808.jsonl:0,4,1,,1,1,-1,-1,-1
google-quest-challenge__aaaf783da314470dac9a812457a8dceb,google-quest-challenge,cards_senior_0811.jsonl:5,3,,1,,,,-1,-1
google-quest-challenge__b680aed41d0645b5be62a27cd8f90a92,google-quest-challenge,cards_senior_0807.jsonl:3,1,,,,,,1,1
google-quest-challenge__ba84c42bf0d749eb990028d0b459be8c,google-quest-challenge,cards_senior_0807.jsonl:2,4,-1,-1,-1,,1,-1,-1
google-quest-challenge__c674e13adb004ed880bdbe4e02591531,google-quest-challenge,cards_senior_0807.jsonl:1,3,,-1,,,,1,1
google-quest-challenge__c9ed2c7ae1ff4e63804953be9ec9f8e9,google-quest-challenge,cards_senior_0808.jsonl:2,0,,,,,,1,1
google-quest-challenge__cee4d45428e34942a0e31648e84c8732,google-quest-challenge,cards_senior_0807.jsonl:2,4,-1,-1,-1,-1,1,1,1
google-quest-challenge__d33f7998b1864deb885274d60880fa1e,google-quest-challenge,cards_senior_0808.jsonl:0,4,,,,,,1,-1
google-quest-challenge__d494bb2bbcb54ab886732a1d6bbc7585,google-quest-challenge,cards_senior_0808.jsonl:2,0,,,1,,,1,1
google-quest-challenge__df6bedd2570e4ee580858c74ddb7b1cc,google-quest-challenge,cards_senior_0807.jsonl:3,1,,,,,,-1,-1
google-quest-challenge__dfb21f6a04774a59898dd93a17627442,google-quest-challenge,cards_senior_0807.jsonl:1,3,,,,,,1,1
google-quest-challenge__e687c4c52659411981301531dd24a890,google-quest-challenge,cards_senior_0807.jsonl:2,4,,,,,,1,1
google-quest-challenge__e723eece4011488985f66ec3d726142f,google-quest-challenge,cards_senior_0807.jsonl:1,3,1,,,,1,1,1
google-quest-challenge__ed85f2e2f3014a66823174319eb065be,google-quest-challenge,cards_senior_0808.jsonl:0,4,,1,,,,1,1
google-quest-challenge__f2fab97542ae4196a8060b629ba47e18,google-quest-challenge,cards_senior_0731.jsonl:9,1,,,-1,,,-1,1
google-quest-challenge__f6ecb16e6bf84ac5a3834a8ebc4e8e70,google-quest-challenge,cards_senior_0807.jsonl:0,0,,,,,,-1,-1
google-quest-challenge__f7b186d9ca1049d18bd5b03dfd9965af,google-quest-challenge,cards_senior_0808.jsonl:0,4,,-1,,-1,,-1,1
google-quest-challenge__f94aba3d306e443e85fab6197bbfbddd,google-quest-challenge,cards_senior_0731.jsonl:9,1,1,,,,-1,1,1
google-quest-challenge__fb355e729f224b8dbe28c3336ca0e5ba,google-quest-challenge,cards_senior_0808.jsonl:3,4,,,1,,,-1,1
histopathologic-cancer-detection__08cad9ae2f23480abd473dde32010c81,histopathologic-cancer-detection,cards_senior_0809.jsonl:9,1,-1,-1,-1,,-1,-1,1
histopathologic-cancer-detection__097a659883fe466888be8f82b77c0de1,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,,,,,1,1
histopathologic-cancer-detection__0cf01378883444e09f4053689ef02f9d,histopathologic-cancer-detection,cards_senior_0809.jsonl:9,1,-1,,-1,,1,1,-1
histopathologic-cancer-detection__107af16a8c37467ca697d5e358a3d375,histopathologic-cancer-detection,cards_senior_0809.jsonl:10,1,,,,,,-1,-1
histopathologic-cancer-detection__129c6595212f4eb99c6167a46ee12955,histopathologic-cancer-detection,cards_senior_0801.jsonl:23,0,,,,,,-1,-1
histopathologic-cancer-detection__1529554697b448e3b5f04c6ecdec5a9f,histopathologic-cancer-detection,cards_senior_0811.jsonl:14,1,,,,,,-1,1
histopathologic-cancer-detection__1b996be6918b49b48658bf55edece16a,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,1,,,,1,1
histopathologic-cancer-detection__1c8e38b2307443bead991261d61b467e,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,,,,,1,-1
histopathologic-cancer-detection__1e5a7fc932f6425c88a415f93dadbfd2,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,,,,,,1,-1
histopathologic-cancer-detection__2d16822bd84b4bc3b854edc7ed7ef78c,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,,,,,1,-1
histopathologic-cancer-detection__2e2a5a62dc244e64ac8f3be50b0dc43b,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,,,,,-1,-1
histopathologic-cancer-detection__35014dacaa24430f96ab88d76419403f,histopathologic-cancer-detection,cards_senior_0809.jsonl:9,1,,,,,,-1,1
histopathologic-cancer-detection__3710bfb7116f492ab79d4a49c3462d88,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,,,,,,-1,1
histopathologic-cancer-detection__41731edc80a94742b21cbc697debff01,histopathologic-cancer-detection,cards_senior_0811.jsonl:15,1,,,,,,1,-1
histopathologic-cancer-detection__49432a6fdb5d43c2a26cbbd4f8d31cb2,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,,,,,-1,1
histopathologic-cancer-detection__5425adfb82ca4a0baa906897849af112,histopathologic-cancer-detection,cards_senior_0811.jsonl:15,1,,-1,,-1,,-1,1
histopathologic-cancer-detection__65d6237536404fcfbe8b359ffb0cd329,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,,,,-1,,1,-1
histopathologic-cancer-detection__683b87a9ceb44849802d1500ed7fd75e,histopathologic-cancer-detection,cards_senior_0801.jsonl:23,0,,,,,,-1,1
histopathologic-cancer-detection__6b5b390e3c714273a31949e2653893b2,histopathologic-cancer-detection,cards_senior_0809.jsonl:10,1,1,,1,,1,-1,1
histopathologic-cancer-detection__6f679a082ba747738a9fee740d01bf3d,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,-1,,-1,,-1,-1,1
histopathologic-cancer-detection__6f8687d6b287427f86c640aecffd0054,histopathologic-cancer-detection,cards_senior_0811.jsonl:14,1,,1,,,,1,-1
histopathologic-cancer-detection__794f749ed6ce4751988747a2b70fbb1d,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,1,,,,1,-1
histopathologic-cancer-detection__7e014c6071b34661bf7b120f85426821,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,,,,,,1,-1
histopathologic-cancer-detection__8f9a86e3509c49508dbab2cbb0c70e5f,histopathologic-cancer-detection,cards_senior_0801.jsonl:23,0,1,,1,1,1,1,-1
histopathologic-cancer-detection__96926da4aa824d74ae6c5d2ca5fb1d37,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,,,,,1,1
histopathologic-cancer-detection__999541e414e34dcd973841a1af2c717d,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,-1,,,,-1,1
histopathologic-cancer-detection__9a5540034beb4197b99358b5a625ecd0,histopathologic-cancer-detection,cards_senior_0801.jsonl:23,0,,,,-1,,1,1
histopathologic-cancer-detection__a241278215b9437fa2f5fcbba6d2e99d,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,1,,,,1,1
histopathologic-cancer-detection__a3405919500f4f67ba5dd6a1a0799cce,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,1,,1,,-1,1,-1
histopathologic-cancer-detection__aa9a622f8f8e4f5fb2f9f1f1a045a0fa,histopathologic-cancer-detection,cards_senior_0811.jsonl:14,1,,,,,,1,-1
histopathologic-cancer-detection__b68832ca2cd54b6394a81eabc84ebf79,histopathologic-cancer-detection,cards_senior_0811.jsonl:14,1,,,,,,-1,-1
histopathologic-cancer-detection__c2c67547fcff484aa3003d9540780b56,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,,,,-1,,-1,-1
histopathologic-cancer-detection__c6f46e2abade4d078088875653fb02cf,histopathologic-cancer-detection,cards_senior_0801.jsonl:23,0,,,,,,1,-1
histopathologic-cancer-detection__cb7ce406fad748a9be278556a14dfea6,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,,,,1,,1,-1
histopathologic-cancer-detection__ccc80b3720bd49e4a804f37add10f9f8,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,,,,,-1,-1
histopathologic-cancer-detection__ceed661404dc43209fbfd9f9c786d5ca,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,,,1,,1,1
histopathologic-cancer-detection__cf675b258f684e08b1ac7c6ddfec66c2,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,,,,,-1,1
histopathologic-cancer-detection__d7e222f5dce547f4af06cf1c5e14e3a3,histopathologic-cancer-detection,cards_senior_0809.jsonl:9,1,,,,,,-1,-1
histopathologic-cancer-detection__d90b4bbcc9d94c6fbebc1cbdc3051eee,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,,,,,1,-1
histopathologic-cancer-detection__dc91704c1089418e95c2b582bb9ebb7a,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,-1,,-1,,-1,1,-1
histopathologic-cancer-detection__e452b51bf7f24ce7b629ce83c86f7220,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,,,,,1,-1
histopathologic-cancer-detection__e4c6d7c4d2c04b67b1bb50db0d2ff7ce,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:9,3,,,,,,1,-1
histopathologic-cancer-detection__ea6f47a0b7b64c1dabd07846b835efc2,histopathologic-cancer-detection,cards_senior_0805seq.jsonl:8,1,,-1,,-1,,1,-1
histopathologic-cancer-detection__ee9fb253f50a418385f97ffb8c09fe14,histopathologic-cancer-detection,cards_senior_0809.jsonl:9,1,,,,,,-1,-1
histopathologic-cancer-detection__eecefd7dbb8a4b238d9e59db2001a3d9,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,,,,,,-1,-1
histopathologic-cancer-detection__f64293f3dfc1490294639c0cce6261b1,histopathologic-cancer-detection,cards_senior_0806.jsonl:11,1,1,,1,,-1,1,1
kuzushiji-recognition__5a7a02f73ed544e1b3610824879d210b,kuzushiji-recognition,cards_senior_0804.jsonl:9,3,,,,,,1,-1
kuzushiji-recognition__5e18bad668b74dae8459fe6450f9174d,kuzushiji-recognition,cards_senior_0804.jsonl:9,3,,,,,,-1,-1
kuzushiji-recognition__863346d792884083adfb7630a08ad33a,kuzushiji-recognition,cards_senior_0809.jsonl:12,0,,,,,,-1,1
kuzushiji-recognition__c1dd9b086705487ab6b1fba05edb33cb,kuzushiji-recognition,cards_senior_0806.jsonl:12,2,,,,,,1,1
kuzushiji-recognition__e3b8bb77162443aa9ba647b5f462bcbf,kuzushiji-recognition,cards_senior_0804.jsonl:9,3,,,,,,1,1
kuzushiji-recognition__e64a78b1589a4097bc48bd1859949d49,kuzushiji-recognition,cards_senior_0809.jsonl:12,0,,,,,,1,1
kuzushiji-recognition__f3e4f1eb07b04e05bd59c457f96d6655,kuzushiji-recognition,cards_senior_0806.jsonl:12,2,,,,,,1,-1
kuzushiji-recognition__f8706cb9867f4235bf4ef7b5a2e18c7f,kuzushiji-recognition,cards_senior_0806.jsonl:12,2,,,,,,-1,-1
kuzushiji-recognition__fa63cac8355d4bffbff0fbbe2890922c,kuzushiji-recognition,cards_senior_0806.jsonl:12,2,,,,,,1,-1
leaf-classification__00d52f9cb95f42ec942252b929872425,leaf-classification,cards_senior_0810.jsonl:32,2,,,,1,,1,1
leaf-classification__17194f912b8b4bd1b216a44555b96284,leaf-classification,cards_senior_0809.jsonl:27,4,,,,,,-1,-1
leaf-classification__183d3e24d1084baf8c30f330be016d3e,leaf-classification,cards_senior_0810.jsonl:34,0,,1,,1,,-1,-1
leaf-classification__1dbd9973d28e427aa0b6fcb57a51eb58,leaf-classification,cards_senior_0809.jsonl:27,4,,,,,,-1,1
leaf-classification__2280eb2ed38b4bb9bdc7d4b7663f70b2,leaf-classification,cards_senior_0809.jsonl:27,4,,,-1,-1,,1,-1
leaf-classification__240c463d1bb64e919dcc9fa293df08b9,leaf-classification,cards_senior_0810.jsonl:32,2,,,,,,1,1
leaf-classification__267c6d22b38c4cc08ece9cc2f5b21721,leaf-classification,cards_senior_0810.jsonl:34,0,,,,,,-1,1
leaf-classification__27dbfce9b6504654875d05cf8bd42208,leaf-classification,cards_senior_0808.jsonl:36,4,,,,1,,-1,-1
leaf-classification__29a50f7c12bf47abbb3c0f67aa7a1a2d,leaf-classification,cards_senior_0808.jsonl:37,0,,,,,,1,1
leaf-classification__321207b4d88a4c92a3e2daab0392b960,leaf-classification,cards_ours_20260727.jsonl:44,2,,,1,,,-1,1
leaf-classification__3ccac1dbbc054772bc986f0a8688b7b8,leaf-classification,cards_senior_0809.jsonl:30,2,,-1,,,,-1,1
leaf-classification__405ec91b96b9470a9ffd35c535e3a5a7,leaf-classification,cards_senior_0808.jsonl:32,0,1,,1,,1,1,1
leaf-classification__408758db056d48d29f9b1efe9f426ce7,leaf-classification,cards_gen2VALb.jsonl:0,0,,,,,,1,1
leaf-classification__496293d4da084123bcb6d957cc656ba7,leaf-classification,cards_senior_0809.jsonl:27,4,,,,,,1,1
leaf-classification__4be66e9de37242d7922a1254fb91571b,leaf-classification,cards_senior_0808.jsonl:35,4,,,,,,1,1
leaf-classification__4c23af5f47d24c94b064ef743acb36f4,leaf-classification,cards_senior_0810.jsonl:32,2,,,,,,1,1
leaf-classification__4d2253817ee84275bdaa44afcb037892,leaf-classification,cards_senior_0808.jsonl:32,0,,,,-1,,1,-1
leaf-classification__53f396c2a22a43c399444d2cac425d33,leaf-classification,cards_senior_0808.jsonl:35,4,,,,,,1,-1
leaf-classification__54f05da7b9324af8827bc95e992a2390,leaf-classification,cards_senior_0810.jsonl:36,4,,,1,,,1,-1
leaf-classification__589a3c1534604947859271cdb7785b62,leaf-classification,cards_senior_0810.jsonl:32,2,,,,,,-1,1
leaf-classification__5fc4d333bec34cef85da7c64d601c8c9,leaf-classification,cards_senior_0810.jsonl:37,4,,,,,,1,-1
leaf-classification__6279af62f74b4c6496a1e2e78aca979e,leaf-classification,cards_ours_20260727.jsonl:44,2,,,,,,1,1
leaf-classification__6af4aafd588243149ec0a48def6cd74d,leaf-classification,cards_senior_0808.jsonl:32,0,1,1,,,1,-1,-1
leaf-classification__7121d6b40c6d4098b7e5141c550f00c5,leaf-classification,cards_senior_0809.jsonl:27,4,,,,,,-1,1
leaf-classification__81113faa3c5d4b4997887fce3defb534,leaf-classification,cards_senior_0808.jsonl:37,0,-1,,-1,,1,-1,-1
leaf-classification__81af995eda924310839366edb5526224,leaf-classification,cards_senior_0809.jsonl:30,2,,,,1,,1,1
leaf-classification__8362fafee2d74fd2b5d942fb95c1080e,leaf-classification,cards_senior_0809.jsonl:28,3,,,,,,1,-1
leaf-classification__88a387510f45409389fa0aedb5e9ff10,leaf-classification,cards_senior_0810.jsonl:36,4,,-1,,,,1,1
leaf-classification__8b1a0780b036460fae7293f8238b161e,leaf-classification,cards_senior_0809.jsonl:27,4,,1,,,,-1,-1
leaf-classification__8d10d963385c42d882a25df2453b186f,leaf-classification,cards_senior_0808.jsonl:35,4,-1,,-1,,1,1,1
leaf-classification__90416c9c5fbb4433b810594df7a748e9,leaf-classification,cards_senior_0808.jsonl:35,4,,,,,,-1,1
leaf-classification__92a856ba9b664a7aae7b43322d1f1a43,leaf-classification,cards_senior_0808.jsonl:32,0,,,,,,-1,-1
leaf-classification__949d551407a54593ab434d9164c1cf5e,leaf-classification,cards_senior_0809.jsonl:27,4,,,1,,,1,1
leaf-classification__98d4ffa7bbd54be492381d2849cd5558,leaf-classification,cards_senior_0808.jsonl:37,0,1,1,,1,-1,-1,1
leaf-classification__99587f815e0d4f6b8ef51ec139f833fd,leaf-classification,cards_senior_0808.jsonl:35,4,,,,,,1,1
leaf-classification__9c5f88352f304b7da1558db44e0114a5,leaf-classification,cards_senior_0808.jsonl:36,4,,,,,,1,1
leaf-classification__a2335b7df31c4608b0a88d26fb40acf9,leaf-classification,cards_ours_20260727.jsonl:63,1,,,,,,-1,-1
leaf-classification__a8563184ca5e423d8790bf910d77fede,leaf-classification,cards_senior_0810.jsonl:34,0,-1,,,,1,1,1
leaf-classification__ba10ec692bb541789f1fbd8bc5e83076,leaf-classification,cards_gen3A.jsonl:2,0,,,,,,-1,1
leaf-classification__bb93c18852aa4beb91902287bdf7b4f4,leaf-classification,cards_senior_0808.jsonl:37,0,,-1,,,,1,1
leaf-classification__bf496ab472c0480986773e67b35a8a24,leaf-classification,cards_senior_0810.jsonl:32,2,-1,,,,-1,-1,-1
leaf-classification__c79c6f9c111c4322934bb28d459940d9,leaf-classification,cards_senior_0808.jsonl:32,0,,,,,,1,1
